"ID";"Leeftijd";"Regiokenmerken";"Inwoners_1";"Bijstandontvangers_2";"Bijstandsdichtheid_3";"Instroom_4";"Instroom_5";"Uitstroom_6";"Uitstroom_7";"UitstroomNaarWerk_8";"UitstroomNaarWerk_9";"PersonenMetReIntegratievoorziening_10";"WerkNaReIntegratie_11";"WerkNaReIntegratie_12";"PersonenMetBijstandEnReIntegratie_13";"BijstandontvangersMetReIntegratie_14";"ReIntegratieontvangersMetBijstand_15";"WSWWerknemers_16";"WSWDichtheid_17"
"1070";"90200";"GM0373 ";"    8930";"      20";"     2.5";"       0";"       .";"      10";"    20.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1071";"90200";"GM0748 ";"   13170";"     210";"    16.5";"      30";"    10.0";"      60";"    24.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1072";"90200";"GM1859 ";"   10020";"      30";"     3.0";"      10";"    24.0";"      10";"    18.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1073";"90200";"GM1721 ";"    5780";"      10";"     1.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1074";"90200";"GM0753 ";"    5130";"      40";"     7.0";"      10";"    24.0";"      20";"    35.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1075";"90200";"GM0209 ";"    4400";"      40";"     9.5";"       0";"       .";"      10";"    14.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1076";"90200";"GM0375 ";"    6970";"     100";"    14.0";"      20";"    17.5";"      30";"    28.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1077";"90200";"GM0063 ";"    2080";"      10";"     3.5";"       0";"       .";"      10";"    80.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1078";"90200";"GM0310 ";"    9770";"      50";"     5.5";"      10";"    15.0";"      10";"    20.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1079";"90200";"GM0585 ";"    6300";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1080";"90200";"GM1728 ";"    3990";"      10";"     3.0";"       0";"       .";"      10";"    40.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1081";"90200";"GM0376 ";"    2590";"      10";"     4.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1082";"90200";"GM0377 ";"    5820";"      20";"     3.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1083";"90200";"GM1901 ";"    6330";"      40";"     6.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1084";"90200";"GM0755 ";"    1790";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1085";"90200";"GM0009 ";"    1370";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1086";"90200";"GM1681 ";"    5760";"      10";"     2.5";"       0";"       .";"      10";"    41.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1087";"90200";"GM0147 ";"    4550";"      50";"    10.0";"      10";"    13.0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1088";"90200";"GM0654 ";"    4210";"      20";"     4.5";"       0";"       .";"      10";"    28.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1089";"90200";"GM0756 ";"    5860";"      30";"     4.5";"      10";"    21.5";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1090";"90200";"GM0757 ";"    6160";"      60";"    10.0";"       0";"       .";"      10";"    11.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1091";"90200";"GM0758 ";"   31170";"     480";"    15.0";"      70";"    13.5";"     120";"    22.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1092";"90200";"GM0501 ";"    3520";"      10";"     3.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1093";"90200";"GM1876 ";"    8550";"      20";"     2.0";"       0";"       .";"      10";"    31.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1094";"90200";"GM0213 ";"    4870";"      10";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1095";"90200";"GM0899 ";"    6410";"      80";"    12.0";"      10";"    10.5";"      20";"    21.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1096";"90200";"GM0312 ";"    3170";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1097";"90200";"GM0313 ";"    3180";"      10";"     4.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1098";"90200";"GM0214 ";"    4760";"      10";"     2.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1099";"90200";"GM0502 ";"   12150";"     310";"    25.5";"      40";"    13.5";"      50";"    15.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1100";"90200";"GM0383 ";"    8220";"      10";"     1.5";"       0";"       .";"      10";"    44.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1101";"90200";"GM0109 ";"    7770";"      40";"     5.0";"      10";"    13.5";"      20";"    36.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1102";"90200";"GM1706 ";"    4500";"      30";"     6.0";"       0";"       .";"      10";"    26.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1103";"90200";"GM0611 ";"    2800";"      10";"     2.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1104";"90200";"GM1684 ";"    4850";"      80";"    16.5";"      10";"    14.5";"      10";"     8.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1105";"90200";"GM0216 ";"    4620";"     110";"    23.5";"      20";"    12.5";"      20";"    15.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1106";"90200";"GM0148 ";"    5460";"      20";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1107";"90200";"GM1891 ";"    3830";"      20";"     5.0";"       0";"       .";"      10";"    35.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1108";"90200";"GM0503 ";"   15030";"     400";"    27.0";"      30";"     8.0";"      50";"    12.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1109";"90200";"GM0010 ";"    5830";"      60";"    10.5";"      10";"    10.0";"      20";"    32.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1110";"90200";"GM0762 ";"    6270";"      30";"     4.5";"      10";"    15.5";"      10";"    22.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1111";"90200";"GM0150 ";"   16610";"     250";"    15.0";"      50";"    15.5";"      60";"    21.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1112";"90200";"GM0384 ";"    4150";"     120";"    28.5";"      10";"    11.5";"      10";"    10.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1113";"90200";"GM1774 ";"    5230";"      30";"     5.0";"       0";"       .";"      10";"    20.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1114";"90200";"GM0221 ";"    2500";"      40";"    16.0";"      10";"    25.0";"      10";"    18.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1115";"90200";"GM0222 ";"   11000";"     110";"    10.0";"      20";"    18.0";"      40";"    30.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1116";"90200";"GM0766 ";"    4980";"      40";"     7.5";"      10";"    16.5";"      10";"    23.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1117";"90200";"GM0058 ";"    4830";"      30";"     7.0";"      10";"    16.0";"      10";"    19.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1118";"90200";"GM0505 ";"   21030";"     480";"    22.5";"      80";"    14.5";"     100";"    19.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1119";"90200";"GM0498 ";"    3740";"      10";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1120";"90200";"GM1719 ";"    5460";"      20";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1121";"90200";"GM0303 ";"    6670";"      70";"    11.0";"      10";"     9.0";"      10";"    17.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1122";"90200";"GM0225 ";"    3230";"      30";"     9.5";"       0";"       .";"      10";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1123";"90200";"GM0226 ";"    4220";"      30";"     7.0";"       0";"       .";"      10";"    23.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1124";"90200";"GM1711 ";"    7290";"      50";"     6.5";"      10";"    19.0";"      10";"    21.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1125";"90200";"GM0385 ";"    6760";"      20";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1126";"90200";"GM0228 ";"   19300";"     220";"    11.5";"      30";"    13.0";"      30";"    13.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1127";"90200";"GM0317 ";"    1700";"      10";"     7.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1128";"90200";"GM1651 ";"    3370";"      10";"     2.5";"       0";"       .";"      10";"    63.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1129";"90200";"GM0770 ";"    3820";"      10";"     3.0";"      10";"    31.5";"      10";"    44.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1130";"90200";"GM1903 ";"    5800";"      10";"     1.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1131";"90200";"GM0772 ";"   36720";"     850";"    23.0";"     130";"    13.5";"     180";"    18.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1132";"90200";"GM0230 ";"    4180";"      10";"     2.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1133";"90200";"GM0114 ";"   22430";"     190";"     8.5";"      30";"    16.0";"      50";"    24.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1134";"90200";"GM0388 ";"    3600";"      30";"     8.5";"       0";"       .";"      10";"    36.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1135";"90200";"GM0153 ";"   26400";"     960";"    36.5";"     120";"    11.5";"     140";"    13.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1136";"90200";"GM0232 ";"    7650";"      60";"     7.0";"      10";"    14.0";"      20";"    31.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1137";"90200";"GM0233 ";"    5830";"      20";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1138";"90200";"GM0777 ";"    8040";"      90";"    11.0";"      10";"    14.0";"      20";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1139";"90200";"GM1722 ";"    1640";"      10";"     5.5";"       0";"       .";"      10";"    41.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1140";"90200";"GM0070 ";"    4160";"      20";"     5.5";"       0";"       .";"      10";"    43.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1141";"90200";"GM1940 ";"   10800";"      50";"     5.0";"      10";"    18.0";"      10";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1142";"90200";"GM0779 ";"    4110";"      10";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1143";"90200";"GM0236 ";"    4800";"      30";"     6.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1144";"90200";"GM1771 ";"    7990";"      70";"     9.0";"      10";"    14.5";"      10";"    17.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1145";"90200";"GM1652 ";"    5250";"      30";"     5.5";"      10";"    27.5";"      10";"    39.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1146";"90200";"GM0907 ";"    3600";"      20";"     5.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1147";"90200";"GM0689 ";"    2740";"      10";"     2.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1148";"90200";"GM0784 ";"    5030";"      30";"     5.5";"       0";"       .";"      10";"    30.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1149";"90200";"GM1924 ";"    9810";"      20";"     2.0";"       0";"       .";"      10";"    43.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1150";"90200";"GM0664 ";"    8230";"      60";"     8.0";"       0";"       .";"      10";"    18.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1151";"90200";"GM0785 ";"    4850";"      30";"     5.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1152";"90200";"GM1942 ";"   11660";"      90";"     8.0";"      10";"     9.0";"      20";"    21.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1153";"90200";"GM0512 ";"    6170";"     110";"    17.5";"      10";"    10.0";"      30";"    23.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1154";"90200";"GM0513 ";"   12610";"     310";"    24.5";"      30";"     8.5";"      40";"    12.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1155";"90200";"GM0786 ";"    2480";"      10";"     5.0";"       0";"       .";"      10";"    42.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1156";"90200";"GM0518 ";"   72160";"    4230";"    58.5";"     430";"     9.5";"     560";"    12.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1157";"90200";"GM0014 ";"   24090";"     540";"    22.5";"      60";"    11.0";"     140";"    24.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1158";"90200";"GM0015 ";"    2060";"      10";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1159";"90200";"GM1729 ";"    3650";"      20";"     4.0";"       0";"       .";"      10";"    37.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1160";"90200";"GM0158 ";"    5290";"      30";"     5.5";"       0";"       .";"      10";"    34.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1161";"90200";"GM0788 ";"    2990";"      10";"     4.0";"      10";"    58.5";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1162";"90200";"GM0392 ";"   26000";"     370";"    14.5";"      50";"    12.0";"      60";"    15.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1163";"90200";"GM0393 ";"     970";"      10";"     6.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1164";"90200";"GM0394 ";"   22450";"     250";"    11.0";"      30";"    11.0";"      40";"    14.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1165";"90200";"GM1655 ";"    6430";"      50";"     7.0";"      10";"    16.0";"      10";"    24.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1166";"90200";"GM0160 ";"   10270";"      60";"     6.0";"      10";"    12.5";"      20";"    30.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1167";"90200";"GM0243 ";"    7740";"      90";"    12.0";"      10";"    12.5";"      20";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1168";"90200";"GM0523 ";"    3140";"      10";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1169";"90200";"GM0017 ";"    5010";"      20";"     3.5";"      10";"    19.0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1170";"90200";"GM0072 ";"    3560";"      20";"     6.5";"       0";"       .";"      10";"    52.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1171";"90200";"GM0244 ";"    2530";"      10";"     3.0";"       0";"       .";"      10";"    80.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1172";"90200";"GM0396 ";"    8070";"      70";"     9.0";"      10";"    15.5";"      20";"    19.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1173";"90200";"GM0397 ";"    6960";"      30";"     4.0";"       0";"       .";"      10";"    17.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1174";"90200";"GM0246 ";"    4030";"      10";"     1.5";"       0";"       .";"      10";"    55.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1175";"90200";"GM0074 ";"   10110";"      80";"     8.0";"      20";"    20.0";"      20";"    25.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1176";"90200";"GM0398 ";"    9020";"      80";"     8.5";"      10";"    10.0";"      10";"    11.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1177";"90200";"GM0917 ";"   18540";"     360";"    19.5";"      50";"    12.5";"      80";"    20.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1178";"90200";"GM1658 ";"    3490";"      10";"     3.0";"      10";"    54.5";"      10";"    45.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1179";"90200";"GM0399 ";"    5840";"      20";"     2.5";"       0";"       .";"      10";"    33.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1180";"90200";"GM0400 ";"   11570";"     140";"    12.5";"      20";"    11.0";"      30";"    21.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1181";"90200";"GM0163 ";"    7160";"      40";"     5.0";"      10";"    19.0";"      10";"    19.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1182";"90200";"GM0530 ";"    7310";"      70";"    10.0";"      10";"     9.0";"      20";"    25.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1183";"90200";"GM0794 ";"   14390";"     320";"    22.0";"      60";"    15.5";"      80";"    23.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1184";"90200";"GM0531 ";"    4780";"      30";"     6.5";"      10";"    15.0";"      10";"    18.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1185";"90200";"GM0164 ";"   15020";"     360";"    24.0";"      40";"    10.0";"      40";"    11.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1186";"90200";"GM0796 ";"   25200";"     470";"    19.0";"      70";"    14.0";"      80";"    15.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1187";"90200";"GM0252 ";"    3590";"      20";"     4.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1188";"90200";"GM0797 ";"    8240";"      50";"     5.5";"      10";"    10.0";"      10";"    27.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1189";"90200";"GM0534 ";"    4250";"      20";"     5.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1190";"90200";"GM0798 ";"    3110";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1191";"90200";"GM0402 ";"   16370";"     190";"    11.5";"      40";"    17.0";"      60";"    26.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1192";"90200";"GM1735 ";"    8230";"      40";"     4.5";"      10";"    16.0";"      10";"    19.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1193";"90200";"GM1911 ";"    9110";"      30";"     3.0";"       0";"       .";"      10";"    42.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1194";"90200";"GM0118 ";"   11060";"     100";"     8.5";"      10";"    12.0";"      30";"    23.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1195";"90200";"GM0018 ";"    7270";"     120";"    16.5";"      10";"    10.0";"      20";"    18.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1196";"90200";"GM0405 ";"   12580";"     240";"    19.0";"      30";"    12.5";"      40";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1197";"90200";"GM1507 ";"    8110";"      40";"     4.5";"       0";"       .";"      10";"    38.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1198";"90200";"GM0321 ";"    6160";"      40";"     7.0";"       0";"       .";"      10";"    16.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1199";"90200";"GM0406 ";"    8560";"     130";"    15.0";"      10";"     4.5";"      20";"    11.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1200";"90200";"GM0677 ";"    6290";"      40";"     6.0";"      10";"    12.0";"      10";"    19.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1201";"90200";"GM0353 ";"    5290";"      60";"    10.5";"      10";"    13.0";"      10";"    21.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1202";"90200";"GM1884 ";"    5010";"      10";"     2.5";"      10";"    40.0";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1203";"90200";"GM0166 ";"    8310";"      50";"     6.5";"      10";"    15.5";"      20";"    27.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1204";"90200";"GM0678 ";"    2350";"      10";"     4.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1205";"90200";"GM0537 ";"   10560";"      70";"     6.0";"      10";"    19.0";"      10";"     7.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1206";"90200";"GM0928 ";"   10720";"     160";"    15.5";"      20";"    13.0";"      40";"    22.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1207";"90200";"GM1598 ";"    4150";"      10";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1208";"90200";"GM0079 ";"    2340";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1209";"90200";"GM0588 ";"    2150";"       0";"       .";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1210";"90200";"GM0542 ";"    6630";"      70";"    10.0";"      10";"    11.5";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1211";"90200";"GM1931 ";"   10840";"      60";"     6.0";"      10";"    13.5";"      10";"    15.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1212";"90200";"GM1659 ";"    4490";"      20";"     3.5";"       0";"       .";"      10";"    60.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1213";"90200";"GM1685 ";"    3020";"      10";"     2.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1214";"90200";"GM0882 ";"    8480";"      70";"     8.5";"      20";"    24.5";"      20";"    27.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1215";"90200";"GM0415 ";"    2200";"      10";"     3.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1216";"90200";"GM0416 ";"    5030";"      20";"     3.0";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1217";"90200";"GM1621 ";"    8370";"      60";"     6.5";"      10";"    10.5";"      10";"    17.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1218";"90200";"GM0417 ";"    3330";"      10";"     3.5";"       0";"       .";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1219";"90200";"GM0022 ";"    4070";"      20";"     4.0";"       0";"       .";"      10";"    31.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1220";"90200";"GM0545 ";"    3950";"      50";"    12.0";"      10";"    20.5";"      30";"    38.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1221";"90200";"GM0080 ";"   18120";"     270";"    15.0";"      30";"    10.0";"      70";"    23.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
